,occ,0,1,emp_2018,wage,sqrt_emp
0,Accountants and auditors,-26.651518,-7.6738505,1436.1,71550.0,37.89591006955764
1,Actors,22.89551,-15.341402,70.1,,8.372574275573792
2,Actuaries,-30.352959,-10.973314,27.7,108350.0,5.263078946776307
3,Adhesive bonding machine operators and tenders,32.281845,4.142823,14.0,34340.0,3.7416573867739413
4,"Administrative law judges, adjudicators, and hearing officers",-8.270143,-18.568361,15.4,97870.0,3.924283374069717
5,"Adult basic education, adult secondary education, and English as a Second Language instructors",-13.11397,-12.803886,59.3,54350.0,7.700649323271382
6,Advertising and promotions managers,-4.2501945,-11.066116,28.6,125510.0,5.347896782848375
7,Advertising sales agents,-4.1441875,-12.377782,139.2,53310.0,11.7983049630021
8,Aerospace engineering and operations technologists and technicians,1.6867961,12.569192,11.9,66020.0,3.449637662132068
9,Aerospace engineers,-37.83023,3.7081935,66.4,116500.0,8.148619514985345
10,"Agents and business managers of artists, performers, and athletes",-5.1685023,-11.686577,21.9,73740.0,4.679743582719036
11,Agricultural engineers,-33.3162,5.1511474,1.7,80720.0,1.3038404810405297
12,Agricultural equipment operators,29.587772,1.4128698,70.3,31950.0,8.384509526501834
13,Agricultural inspectors,-3.3618486,-0.86829865,15.2,45490.0,3.8987177379235853
14,"Agricultural sciences teachers, postsecondary",-26.304617,2.781395,11.4,83260.0,3.3763886032268267
15,Air traffic controllers,-17.859034,-11.654559,24.3,122990.0,4.929503017546495
16,Aircraft mechanics and service technicians,1.1261443,20.174158,137.2,64090.0,11.713240371477058
17,"Aircraft structure, surfaces, rigging, and systems assemblers",5.104119,18.54029,43.9,54210.0,6.6257075093909785
18,Airfield operations specialists,-8.459736,10.525418,10.9,52650.0,3.3015148038438356
19,"Airline pilots, copilots, and flight engineers",0.43279427,24.595287,85.5,147220.0,9.246621004453464
20,"Ambulance drivers and attendants, except emergency medical technicians",8.739105,10.863242,14.9,25890.0,3.8600518131237567
21,Amusement and recreation attendants,19.198454,-12.04902,357.7,23370.0,18.912958520548813
22,Animal breeders,20.287573,-9.636402,8.4,42920.0,2.898275349237888
23,Animal caretakers,12.463446,-7.7027955,300.7,24780.0,17.340703561274555
24,Animal control workers,-2.3417192,-0.2702255,13.9,37590.0,3.7282703764614498
25,Animal scientists,-30.42277,0.5029828,2.8,60300.0,1.6733200530681511
26,Animal trainers,-13.538094,-5.979835,50.2,30430.0,7.085195833567341
27,Anthropologists and archeologists,-30.337114,-0.5327258,8.0,63670.0,2.8284271247461903
28,"Anthropology and archeology teachers, postsecondary",-24.412052,-11.200879,7.2,86220.0,2.6832815729997477
29,"Arbitrators, mediators, and conciliators",-5.2404976,-17.690836,7.3,63930.0,2.701851217221259
30,"Architects, except landscape and naval",-29.932068,5.727051,129.9,80750.0,11.397368117245314
31,Architectural and civil drafters,1.305135,-5.95876,102.9,56340.0,10.143963722332607
32,Architectural and engineering managers,-34.340767,2.659622,198.1,144830.0,14.074800176201437
33,"Architecture teachers, postsecondary",-27.8151,4.0741105,8.5,87900.0,2.9154759474226504
34,Archivists,-23.318972,4.805641,8.1,53950.0,2.8460498941515415
35,"Area, ethnic, and cultural studies teachers, postsecondary",-22.050283,-14.688762,13.4,77070.0,3.6606010435446255
36,Art directors,-9.407289,-5.385788,99.1,94220.0,9.954898291795853
37,"Art, drama, and music teachers, postsecondary",-20.076628,4.4391727,116.3,69530.0,10.784247771634329
38,Astronomers,-33.858837,-6.842827,2.3,114590.0,1.51657508881031
39,Athletes and sports competitors,-13.2236595,13.244839,13.6,51370.0,3.687817782917155
40,Athletic trainers,-9.939242,7.0903897,32.1,48440.0,5.665686189686118
41,Atmospheric and space scientists,-31.00708,-7.7403584,9.9,95380.0,3.146426544510455
42,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",-19.349922,-9.613331,13.1,92040.0,3.6193922141707713
43,Audio and video technicians,3.371962,10.025018,91.8,45910.0,9.581231653602787
44,Audiologists,-10.836128,0.43326983,13.8,77600.0,3.714835124201342
45,Audiovisual equipment installers and repairers,10.211155,6.0075088,29.7,39510.0,5.449770637375485
46,Automotive and watercraft service attendants,11.484543,8.384613,118.8,25200.0,10.89954127475097
47,Automotive body and related repairers,14.044098,11.011408,155.5,43580.0,12.469963913339926
48,Automotive glass installers and repairers,25.027494,-3.563448,24.3,35790.0,4.929503017546495
49,Automotive service technicians and mechanics,7.8204904,21.987566,756.6,42090.0,27.506362900245463
50,Avionics technicians,2.7177198,19.522938,22.8,65700.0,4.774934554525329
51,Baggage porters and bellhops,8.668353,9.930713,40.6,25580.0,6.371812928829597
52,Bailiffs,11.033188,-12.760775,20.3,47830.0,4.505552130427524
53,Bakers,25.019087,-10.182787,199.3,27700.0,14.117365193264641
54,Barbers,14.699928,-11.833916,66.5,30150.0,8.154753215150045
55,Bartenders,16.113218,-8.234275,654.7,23680.0,25.58710612789184
56,Bicycle repairers,13.899202,0.24535537,13.2,30330.0,3.63318042491699
57,Bill and account collectors,6.550076,-17.784096,238.9,37000.0,15.45639026422405
58,Billing and posting clerks,4.6418924,-14.409916,484.2,38740.0,22.004544985070698
59,Biochemists and biophysicists,-36.10512,-1.0472654,34.6,94490.0,5.882176467941097
60,Bioengineers and biomedical engineers,-36.889816,1.406124,21.2,91410.0,4.604345773288535
61,"Biological science teachers, postsecondary",-31.657667,-2.8222852,64.7,83300.0,8.043631020876083
62,Biological scientists,-31.263369,1.8297166,120.6,79580.0,10.981803130633876
63,"Biological scientists, all other",-33.29614,-3.741259,44.7,82220.0,6.685805860178712
64,Biological technicians,3.927421,2.0521061,87.5,45860.0,9.354143466934854
65,Boilermakers,14.6846285,15.921186,15.9,63100.0,3.987480407475377
66,"Bookkeeping, accounting, and auditing clerks",3.4702866,-16.222656,1673.6,41230.0,40.909656561745905
67,Brickmasons and blockmasons,11.406013,15.8178835,81.9,53100.0,9.049861877399014
68,Bridge and lock tenders,22.542995,-9.329516,3.3,50110.0,1.816590212458495
69,Broadcast announcers and radio disc jockeys,-5.3566146,-4.3384604,40.8,34630.0,6.387487769068525
70,Broadcast technicians,2.5134447,16.3716,32.7,40570.0,5.718391382198319
71,Brokerage clerks,5.042699,-18.323124,48.6,52750.0,6.971370023173351
72,Budget analysts,-2.7047958,-18.864815,55.4,76540.0,7.443117626371358
73,Bus and truck mechanics and diesel engine specialists,8.228811,22.757053,281.3,48500.0,16.772000476985447
74,"Business teachers, postsecondary",-20.893946,-14.60861,105.1,87200.0,10.251829105091442
75,Butchers and meat cutters,14.1390505,-1.2482932,137.5,32500.0,11.726039399558575
76,Cabinetmakers and bench carpenters,28.917522,14.783984,112.2,35790.0,10.59245014149229
77,Camera and photographic equipment repairers,19.321022,1.7035965,4.2,38880.0,2.04939015319192
78,"Camera operators, television, video, and film",11.6461315,4.100386,29.7,55160.0,5.449770637375485
79,"Captains, mates, and pilots of water vessels",2.2842662,23.851332,38.9,72340.0,6.23698645180507
80,Cardiovascular technologists and technicians,-3.7095828,6.122749,57.4,57720.0,7.576278769950324
81,"Career/technical education teachers, middle school",-15.600298,-8.503872,11.8,60800.0,3.4351128074635335
82,"Career/technical education teachers, postsecondary",-11.388199,12.088264,124.1,54620.0,11.140017953306897
83,"Career/technical education teachers, secondary school",-19.199842,4.2831526,73.8,61710.0,8.590692637965812
84,Cargo and freight agents,0.13829283,-13.582954,97.2,43740.0,9.85900603509299
85,Carpenters,16.886171,13.9064865,1024.1,48330.0,32.00156246185489
86,Carpet installers,20.238829,13.9180565,36.5,40090.0,6.041522986797286
87,Cartographers and photogrammetrists,-0.44979665,-6.1990714,12.0,65470.0,3.4641016151377544
88,Cashiers,16.458347,-10.045366,3611.7,23655.0,60.097420909719574
89,Cement masons and concrete finishers,11.070596,16.403284,200.4,44810.0,14.15627069534911
90,Chefs and head cooks,-14.711415,-1.575119,148.7,51530.0,12.19426094521517
91,Chemical engineers,-37.22856,1.958372,32.6,108770.0,5.709640969448079
92,Chemical equipment operators and tenders,10.872087,19.311106,88.5,49130.0,9.40744386111339
93,Chemical plant and system operators,27.313477,3.5608659,29.2,62550.0,5.403702434442518
94,Chemical technicians,0.40089518,13.763478,68.1,49260.0,8.252272414311102
95,"Chemistry teachers, postsecondary",-18.824362,-9.77931,26.4,79550.0,5.138093031466052
96,Chemists,0.32032534,12.7414465,86.7,77630.0,9.311283477587825
97,Chief executives,-26.195395,-3.983977,287.9,184460.0,16.967616214424464
98,"Child, family, and school social workers",-14.562069,-15.094733,342.5,47390.0,18.506755523321747
99,Childcare workers,20.333012,-13.755622,1146.4,24230.0,33.85852920609518
100,Chiropractors,-12.651236,6.2531505,51.1,70340.0,7.148426400264607
101,Choreographers,-20.787155,5.083204,5.5,46330.0,2.345207879911715
102,Civil engineering technologists and technicians,0.62296224,-5.975234,70.9,53410.0,8.420213774008355
103,Civil engineers,-30.296432,4.761928,329.2,87060.0,18.143869488066763
104,"Claims adjusters, examiners, and investigators",-5.972076,-15.981645,332.9,66790.0,18.245547402037573
105,Cleaners of vehicles and equipment,27.342352,-9.711111,408.4,25800.0,20.208908926510603
106,"Cleaning, washing, and metal pickling equipment operators and tenders",25.54682,5.9146776,16.3,31850.0,4.03732584763727
107,Clergy,-11.45703,-14.11939,243.9,50400.0,15.617298101784444
108,"Clinical, counseling, and school psychologists",-16.79337,-15.281294,171.5,78200.0,13.095800853708795
109,Coaches and scouts,-14.389483,-4.675964,292.0,34840.0,17.08800749063506
110,"Coil winders, tapers, and finishers",23.111334,6.9881635,13.0,36520.0,3.605551275463989
111,"Coin, vending, and amusement machine servicers and repairers",25.324394,0.14579062,37.0,35420.0,6.082762530298219
112,Commercial and industrial designers,2.1131828,-4.6663604,42.2,68890.0,6.496152707564686
113,Commercial divers,10.074862,15.195109,4.0,49980.0,2.0
114,Commercial pilots,0.90990824,24.4106,41.6,86080.0,6.44980619863884
115,"Communications teachers, postsecondary",-20.021833,-12.298014,35.6,70630.0,5.966573556070519
116,Community health workers,-23.15948,2.912347,64.9,40360.0,8.056053624449133
117,Compensation and benefits managers,-25.134045,-7.714877,18.0,122270.0,4.242640687119285
118,"Compensation, benefits, and job analysis specialists",-3.3923516,-18.402475,94.4,64560.0,9.715966241192895
119,Compliance officers,-8.7374525,-8.385567,337.6,69050.0,18.373894524569362
120,Computer and information systems managers,-27.683907,-0.4727965,461.0,146360.0,21.470910553583888
121,Computer hardware engineers,-38.0664,4.6649313,71.1,117220.0,8.432081593533118
122,"Computer science teachers, postsecondary",-32.559883,-5.297795,38.5,85180.0,6.2048368229954285
123,"Computer, automated teller, and office machine repairers",19.11637,2.4462547,112.3,39530.0,10.597169433391164
124,Concierges,-15.733714,-4.826504,42.6,31390.0,6.526867548832288
125,Conservation scientists,-13.989621,11.650386,24.5,62660.0,4.949747468305833
126,Construction and building inspectors,-2.9444401,-2.1146455,120.8,60710.0,10.99090533122727
127,Construction laborers,19.050545,15.436415,1398.0,36860.0,37.389838191679836
128,Construction managers,-29.531681,4.2052946,476.7,95260.0,21.833460559425756
129,Continuous mining machine operators,17.278522,20.146446,15.0,55280.0,3.872983346207417
130,"Control and valve installers and repairers, except mechanical door",2.4987338,21.004732,53.1,58100.0,7.286974680894672
131,Conveyor operators and tenders,12.9931965,18.601528,23.9,34660.0,4.888762624632126
132,"Cooks, fast food",24.796947,-9.335456,534.0,23510.0,23.108440016582687
133,"Cooks, institution and cafeteria",17.765955,-7.4323564,420.2,27750.0,20.498780451529306
134,"Cooks, private household",19.252857,-9.81583,23.8,37870.0,4.878524367060187
135,"Cooks, restaurant",14.527035,-2.796334,1417.3,27790.0,37.64704503676218
136,"Cooks, short order",15.656256,-5.013223,154.7,25150.0,12.437845472588892
137,Cooling and freezing equipment operators and tenders,11.943422,21.638388,9.4,35290.0,3.0659419433511785
138,Correctional officers and jailers,-4.1685376,-0.31253704,442.0,45180.0,21.02379604162864
139,Correspondence clerks,2.9750462,-15.11016,6.8,38140.0,2.6076809620810595
140,Cost estimators,-29.423115,-7.823238,214.2,65250.0,14.635573101180562
141,Costume attendants,23.051561,2.6050556,7.7,41410.0,2.7748873851023217
142,Counter and rental clerks,16.785847,-5.091164,420.4,28820.0,20.503658210182884
143,Couriers and messengers,22.438574,-4.656069,121.8,29690.0,11.036303729057115
144,"Court, municipal, and license clerks",5.260066,-15.317014,163.7,39380.0,12.794530081249565
145,Craft artists,15.127395,2.4558716,10.6,34710.0,3.255764119219941
146,Crane and tower operators,16.32263,18.937218,45.7,56690.0,6.760177512462229
147,Credit analysts,1.3446083,-16.627254,74.9,73650.0,8.654478609367523
148,"Credit authorizers, checkers, and clerks",2.175101,-16.18737,26.9,40100.0,5.186520991955976
149,Credit counselors,0.684255,-15.418545,35.6,45950.0,5.966573556070519
150,"Criminal justice and law enforcement teachers, postsecondary",-20.788574,-15.523933,16.8,62860.0,4.09878030638384
151,Crossing guards and flaggers,21.859198,-11.198367,86.7,29760.0,9.311283477587825
152,"Crushing, grinding, and polishing machine setters, operators, and tenders",28.838982,10.554261,35.3,37560.0,5.941380311005179
153,Curators,-23.327448,4.7293477,14.5,54570.0,3.8078865529319543
154,Customer service representatives,-8.6507635,-12.33896,3018.8,34710.0,54.943607453460864
155,"Cutters and trimmers, hand",28.922453,-4.1054683,9.8,30200.0,3.1304951684997055
156,"Cutting and slicing machine setters, operators, and tenders",24.85669,8.777028,59.8,35600.0,7.733045971672482
157,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",30.365095,6.9746156,195.7,35610.0,13.989281611290838
158,Dancers,23.280931,-15.137677,11.4,,3.3763886032268267
159,Data entry keyers,0.9336297,-13.353312,172.4,33490.0,13.130118049735882
160,Demonstrators and product promoters,16.45888,-11.708173,88.1,30930.0,9.386160024205852
161,Dental assistants,-3.3741112,5.008502,354.6,40080.0,18.83082579177026
162,Dental laboratory technicians,22.545109,4.8563585,36.2,41340.0,6.016643582596529
163,"Dentists, general",-14.593701,7.943212,132.1,155600.0,11.493476410555685
164,"Derrick operators, oil and gas",25.00182,15.503264,12.0,46990.0,3.4641016151377544
165,Desktop publishers,-6.136478,-2.3358178,10.4,45390.0,3.22490309931942
166,Detectives and criminal investigators,-8.661733,-8.025902,113.5,83170.0,10.653637876331258
167,Diagnostic medical sonographers,-4.251538,5.240151,74.3,74320.0,8.61974477580398
168,Dietetic technicians,-5.572219,1.9499342,30.2,28400.0,5.495452665613635
169,Dietitians and nutritionists,-20.226366,-2.6239302,74.2,61270.0,8.613942186943213
170,Dining room and cafeteria attendants and bartender helpers,15.593531,-5.999381,488.0,23470.0,22.090722034374522
171,"Directors, religious activities and education",-21.644123,-0.7093127,157.5,43860.0,12.549900398011133
172,Dishwashers,16.498919,-2.5247676,522.3,23970.0,22.853883696212336
173,"Dispatchers, except police, fire, and ambulance",-10.535379,-3.8390372,204.6,40190.0,14.303845636750978
174,"Door-to-door sales workers, news and street vendors, and related workers",16.515072,-13.415983,72.9,27420.0,8.538149682454625
175,Dredge operators,29.227077,-1.8818499,1.6,47040.0,1.2649110640673518
176,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",29.26664,8.553932,11.2,38910.0,3.3466401061363023
177,Driver/sales workers,18.104773,-5.0236955,487.4,25860.0,22.077137495608437
178,Drywall and ceiling tile installers,27.853298,-4.9364457,125.1,45700.0,11.184811129384348
179,"Economics teachers, postsecondary",-25.141413,-16.32278,16.8,104370.0,4.09878030638384
180,Economists,-29.126701,-12.836686,20.5,105020.0,4.527692569068709
181,Editors,-1.1528448,-11.960272,118.7,61370.0,10.894952959971878
182,"Education administrators, all other",-20.290976,-1.3498274,52.1,85450.0,7.2180329730474355
183,"Education administrators, kindergarten through secondary",-23.122171,-1.5481586,283.2,96400.0,16.828547174370104
184,"Education administrators, postsecondary",-25.385853,-5.7719193,190.5,95410.0,13.80217374184226
185,"Education and childcare administrators, preschool and daycare",-17.716944,-2.4907496,69.2,48210.0,8.318653737234168
186,"Education teachers, postsecondary",-21.881224,-12.575094,77.3,65510.0,8.792041856133306
187,"Educational, guidance, and career counselors and advisors",-17.578077,-14.135525,333.5,57040.0,18.261982367749674
188,"Electric motor, power tool, and related repairers",6.545164,22.751852,17.9,44070.0,4.230839160261236
189,Electrical and electronic engineering technologists and technicians,3.5140312,18.569296,125.8,65260.0,11.216059914247962
190,Electrical and electronics drafters,3.4896302,-5.3639765,25.3,61530.0,5.029910535983717
191,"Electrical and electronics installers and repairers, transportation equipment",6.489963,19.750866,9.2,62530.0,3.03315017762062
192,"Electrical and electronics repairers, commercial and industrial equipment",3.4470756,19.97583,61.2,59300.0,7.8230428862431785
193,"Electrical and electronics repairers, powerhouse, substation, and relay",4.241197,21.450691,23.0,82780.0,4.795831523312719
194,Electrical engineers,-36.64486,4.9095993,193.1,98530.0,13.896042602122375
195,Electrical power-line installers and repairers,-7.8748193,18.483501,115.0,72520.0,10.723805294763608
196,Electricians,13.028915,14.19819,739.2,56180.0,27.188232748746287
197,Electro-mechanical and mechatronics technologists and technicians,3.9411912,19.77919,14.6,58350.0,3.82099463490856
198,"Electronic equipment installers and repairers, motor vehicles",6.1327734,15.931392,10.4,37380.0,3.22490309931942
199,"Electronics engineers, except computer",-37.19065,5.1248546,134.9,105570.0,11.61464592658769
200,"Elementary school teachers, except special education",-13.886008,-10.966903,1452.1,59670.0,38.1064299036265
201,Elevator and escalator installers and repairers,6.0219016,24.36706,28.9,84990.0,5.375872022286245
202,"Eligibility interviewers, government programs",4.2390056,-15.326775,147.5,46590.0,12.144957801491119
203,Embalmers,7.4060197,10.142782,3.9,47760.0,1.9748417658131499
204,Emergency management directors,-23.571737,-0.8515742,10.4,74590.0,3.22490309931942
205,Engine and other machine assemblers,31.411844,6.364734,45.9,45660.0,6.774953874381729
206,"Engineering teachers, postsecondary",-34.277157,-3.479591,44.6,101010.0,6.6783231428256
207,"Engineers, all other",-35.524353,3.941225,170.1,99040.0,13.042239071570494
208,"English language and literature teachers, postsecondary",-23.075972,-12.667678,81.3,68490.0,9.016651263079881
209,Environmental engineering technologists and technicians,3.8732417,4.285362,18.5,50620.0,4.301162633521313
210,Environmental engineers,-30.960682,4.883371,55.8,88860.0,7.469939758793239
211,"Environmental science teachers, postsecondary",-32.453297,-2.0647535,7.6,82430.0,2.756809750418044
212,"Environmental scientists and specialists, including health",-29.86863,-6.5586534,90.9,71360.0,9.534149149242422
213,Epidemiologists,-28.840433,-10.453168,8.0,70990.0,2.8284271247461903
214,Etchers and engravers,20.199978,5.4009867,12.9,30620.0,3.591656999213594
215,Executive secretaries and executive administrative assistants,-7.4529076,-11.707786,593.4,60890.0,24.359802954868087
216,Exercise physiologists,-12.604597,7.2328253,19.8,49170.0,4.449719092257398
217,Exercise trainers and group fitness instructors,13.285845,-9.713801,373.7,40390.0,19.33132173442882
218,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",27.631407,8.846586,77.4,36320.0,8.79772697916911
219,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",26.660114,10.119637,19.0,36110.0,4.358898943540674
220,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",28.457796,8.175042,72.4,35480.0,8.508818954473059
221,Fabric and apparel patternmakers,3.5946913,-3.3134289,6.0,45070.0,2.449489742783178
